title,foodtype,location,menu_title,image,cost,score
행컵 호서대(아산)점,"도시락,컵밥",충남 아산시 배방읍 호서로79번길 20,얼큰꼬마만두국,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240102_74%2F1704165635947OnPWW_JPEG%2FKakaoTalk_20240102_095218024_01.jpg,"4,500",3.3
행컵 호서대(아산)점,"도시락,컵밥",충남 아산시 배방읍 호서로79번길 20,꼬마만두국,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240102_217%2F1704165605183fw1Xn_JPEG%2FKakaoTalk_20240102_095218024.jpg,"4,000",3.3
행컵 호서대(아산)점,"도시락,컵밥",충남 아산시 배방읍 호서로79번길 20,미니김치어묵우동,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240102_291%2F170416557131606poa_PNG%2F%25B1%25E8%25C4%25A1%25BE%25EE%25B9%25AC%25BF%25EC%25B5%25BF.png,"4,500",3.3
행컵 호서대(아산)점,"도시락,컵밥",충남 아산시 배방읍 호서로79번길 20,미니마라어묵우동,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240102_84%2F1704165550701Oi7NO_PNG%2F%25B9%25CC%25B4%25CF%25BE%25F3%25C5%25AB%25BE%25EE%25B9%25AC%25BF%25EC%25B5%25BF.png,"4,000",3.3
행컵 호서대(아산)점,"도시락,컵밥",충남 아산시 배방읍 호서로79번길 20,미니얼큰어묵우동,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240102_265%2F1704165536701US9wl_PNG%2F%25B9%25CC%25B4%25CF%25BE%25F3%25C5%25AB%25BE%25EE%25B9%25AC%25BF%25EC%25B5%25BF.png,"3,800",3.3
행컵 호서대(아산)점,"도시락,컵밥",충남 아산시 배방읍 호서로79번길 20,미니어묵우동,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240102_50%2F17041655151776zWyT_PNG%2F%25B9%25CC%25B4%25CF%25BE%25EE%25B9%25AC%25BF%25EC%25B5%25BF.png,"3,500",3.3
행컵 호서대(아산)점,"도시락,컵밥",충남 아산시 배방읍 호서로79번길 20,돈까스,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240102_166%2F1704165489561bBy3N_PNG%2F%25BB%25E7%25C0%25CC%25B5%25E5%25B5%25B7%25B1%25EE%25BD%25BA.png,"4,500",3.3
행컵 호서대(아산)점,"도시락,컵밥",충남 아산시 배방읍 호서로79번길 20,토네이도소세지(2개),https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240102_150%2F1704165454567Qd6vB_PNG%2F%25C5%25E4%25B3%25D7%25C0%25CC%25B5%25B5%25BC%25D2%25BC%25BC%25C1%25F6.png,"3,600",3.3
행컵 호서대(아산)점,"도시락,컵밥",충남 아산시 배방읍 호서로79번길 20,찹쌀치즈볼(4개),https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240102_122%2F1704165434845LbwM7_PNG%2F%25C4%25A1%25C1%25EE%25BA%25BC.png,"3,500",3.3
커피사피엔스 아산호서대점,카페,충남 아산시 배방읍 호서로79번길 5 1층 커피사피엔스,딸기라떼,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220301_89%2F1646144524453Xy2Lf_JPEG%2F%25BC%25F6%25C1%25A6_%25B5%25FE%25B1%25E2%25B6%25F3%25B6%25BC.jpg,"4,500",1.6
커피사피엔스 아산호서대점,카페,충남 아산시 배방읍 호서로79번길 5 1층 커피사피엔스,화이트 뱅쇼 에이드,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220301_5%2F1646144363574s1eOI_JPEG%2F1.%25C8%25AD%25C0%25CC%25C6%25AE%25B9%25F0%25BC%25EE%25BF%25A1%25C0%25CC%25B5%25E5.jpg,"4,800",1.6
커피사피엔스 아산호서대점,카페,충남 아산시 배방읍 호서로79번길 5 1층 커피사피엔스,오렌지 자몽쥬스,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200928_167%2F1601292109629JLxEo_JPEG%2F_Z0m2kIeHlrbafZ0ACUifY2v.jpg,"4,800",1.6
커피사피엔스 아산호서대점,카페,충남 아산시 배방읍 호서로79번길 5 1층 커피사피엔스,돼딸라떼,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201106_146%2F1604651949011F9juH_GIF%2FL917iOLTGWPZ5vRkjPQkvPLS.gif,"4,800",1.6
커피사피엔스 아산호서대점,카페,충남 아산시 배방읍 호서로79번길 5 1층 커피사피엔스,체리 파워자이저,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220301_44%2F1646144474258SKMPN_JPEG%2F%25C3%25BC%25B8%25AE%25C6%25C4%25BF%25F6%25C0%25DA%25C0%25CC%25C0%25FA.jpg,"4,000",1.6
커피사피엔스 아산호서대점,카페,충남 아산시 배방읍 호서로79번길 5 1층 커피사피엔스,체리콕,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220301_248%2F1646144438058jr4Rr_JPEG%2F%25C3%25BC%25B8%25AE%25C4%25DB.jpg,"4,000",1.6
커피사피엔스 아산호서대점,카페,충남 아산시 배방읍 호서로79번길 5 1층 커피사피엔스,청귤 에이드,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220301_94%2F1646144406154tClwE_JPEG%2F%25C3%25BB%25B1%25D6%25BF%25A1%25C0%25CC%25B5%25E5.jpg,"4,500",1.6
커피사피엔스 아산호서대점,카페,충남 아산시 배방읍 호서로79번길 5 1층 커피사피엔스,흑당 달고나 커피,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200325_255%2F1585064589357eVd2G_JPEG%2F1q92xaicnsh9o4i9r4u7xoJf.jpeg.jpg,"4,500",1.6
커피사피엔스 아산호서대점,카페,충남 아산시 배방읍 호서로79번길 5 1층 커피사피엔스,동남아 연유라떼,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200928_148%2F1601292082274VdFnj_JPEG%2FRDfRR1d6XnrCUYjcNbCmD4-V.jpg,"4,000",1.6
커피사피엔스 아산호서대점,카페,충남 아산시 배방읍 호서로79번길 5 1층 커피사피엔스,토피넛 라떼,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200928_13%2F16012921349794jtbS_JPEG%2FmLO5ozB5Pd1lqlK8ut1MdVSl.jpg,"3,800",1.6
커피사피엔스 아산호서대점,카페,충남 아산시 배방읍 호서로79번길 5 1층 커피사피엔스,스노우 아메리카노,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200928_86%2F160129216157049edq_JPEG%2FQjRKufIAArshb8h_I8BGduGh.jpg,"4,000",1.6
커피사피엔스 아산호서대점,카페,충남 아산시 배방읍 호서로79번길 5 1층 커피사피엔스,디카페인 커피,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200928_146%2F1601292520751punOd_JPEG%2F38BxQka2puvP_AJBvfT0AMdj.jpg,"2,800",1.6
도스마스 호서대점,"멕시코,남미음식",충남 아산시 배방읍 호서로79번길 14,비프 부리또,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http%3A%2F%2Fimagefarm.baemin.com%2Fsmartmenuimage%2Fupload%2Fimage%2F2023%2F11%2F30%2FeetDof1POsMOii6jaTpIxVhjJ6mSdt95j0VYRKjmk4DBhBSw-KAycmiJFVhhZ4M4sbJmquKL7vOM8Tfwh5faQ2RyRleCZxyMKFR6drfvs5A%3D.jpg,"6,000",4.0
도스마스 호서대점,"멕시코,남미음식",충남 아산시 배방읍 호서로79번길 14,믹스 부리또,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http%3A%2F%2Fimagefarm.baemin.com%2Fsmartmenuimage%2Fupload%2Fimage%2F2023%2F11%2F30%2FY1J89qsngTo5_HNvvuMyu429vSUppaGdc4Yxs4YH7U8_aIUn8eW7P19OmAlgssdrxic1tP38SpydvzNgQ0wckZ7vufpLaCvUJzwlWhumlKo%3D.jpg,"5,500",4.0
도스마스 호서대점,"멕시코,남미음식",충남 아산시 배방읍 호서로79번길 14,치킨 부리또,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http%3A%2F%2Fimagefarm.baemin.com%2Fsmartmenuimage%2Fupload%2Fimage%2F2023%2F11%2F30%2FnTv7E-iw1ykWFT1EfDaFY1Jtv5lSNn1mcALBbIiIm9J9jw636B8e_YkHH3mcmK5XAjz_TCRuVfDDTfzx7kzCKhvFS4KWzPPryy1B5jfE0u4%3D.jpg,"5,500",4.0
도스마스 호서대점,"멕시코,남미음식",충남 아산시 배방읍 호서로79번길 14,케이준 포테이토,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http%3A%2F%2Fimagefarm.baemin.com%2Fsmartmenuimage%2Fupload%2Fimage%2F2023%2F10%2F13%2Fpgc2dToL7ZJ3Uk7l3rkEMTrL4PH_uGt618xv0DJ39NeJAkDIryJFRfQKKmlVkV_x.jpg,"2,000",4.0
도스마스 호서대점,"멕시코,남미음식",충남 아산시 배방읍 호서로79번길 14,새우 튀김(3개),https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http%3A%2F%2Fimagefarm.baemin.com%2Fsmartmenuimage%2Fupload%2Fimage%2F2023%2F10%2F13%2Fpgc2dToL7ZJ3Uk7l3rkEMUFldK8JYuu5njJd4_m1wE12fPS1JS56uKEpP8XEqubd.jpg,"2,000",4.0
도스마스 호서대점,"멕시코,남미음식",충남 아산시 배방읍 호서로79번길 14,어니언 링(10개),https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http%3A%2F%2Fimagefarm.baemin.com%2Fsmartmenuimage%2Fupload%2Fimage%2F2023%2F10%2F13%2Fpgc2dToL7ZJ3Uk7l3rkEMSWwroXMHKQOrwAHMgbFToIGDIrvL-WtOyr-H_QKpnEH.jpg,"2,000",4.0
도스마스 호서대점,"멕시코,남미음식",충남 아산시 배방읍 호서로79번길 14,메인 메뉴 + 사이드 메뉴 + 콜라245ml,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http%3A%2F%2Fimagefarm.baemin.com%2Fsmartmenuimage%2Fupload%2Fimage%2F2023%2F10%2F13%2Fpgc2dToL7ZJ3Uk7l3rkEMbI6q-TQJZm80qNEDNJvRgKIl0P-5X9OIB3IsGAjQpeE.jpg,"8,000",4.0
도스마스 호서대점,"멕시코,남미음식",충남 아산시 배방읍 호서로79번길 14,펩시콜라245ml,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http%3A%2F%2Fimagefarm.baemin.com%2Fsmartmenuimage%2Fimage_library%2F20210422%2Fr_5.jpg,"1,000",4.0
도스마스 호서대점,"멕시코,남미음식",충남 아산시 배방읍 호서로79번길 14,칠성사이다245ml,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http%3A%2F%2Fimagefarm.baemin.com%2Fsmartmenuimage%2Fimage_library%2F20210422%2Fr_1.jpg,"1,500",4.0
도스마스 호서대점,"멕시코,남미음식",충남 아산시 배방읍 호서로79번길 14,펩시콜라제로355ml,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http%3A%2F%2Fimagefarm.baemin.com%2Fsmartmenuimage%2Fupload%2Fimage%2F2023%2F11%2F20%2FSe5SuKs4NQ1D8eqaJ0O1sCh8Pg6iycSHUQaciQFY2jmYG8EU5ZOneoCnmBJHf0Tu.jpg,"1,500",4.0
도스마스 호서대점,"멕시코,남미음식",충남 아산시 배방읍 호서로79번길 14,마운틴듀355ml,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=http%3A%2F%2Fimagefarm.baemin.com%2Fsmartmenuimage%2Fupload%2Fimage%2F2023%2F11%2F30%2FQ7BmC7cgQelC-avpNoIH71nVFqTx3QswO2IzIoW1L2yoQSG7BQCVvtoHU27KAl6VHdMP9rXn1E1watSyaCVbZfRh62BE-KrJ3jUblGFJ6L4%3D.jpg,"1,500",4.0
디스틴컵,"카페,디저트",충남 아산시 배방읍 호서로 82 1층,에스프레소,,"4,500",3.7
디스틴컵,"카페,디저트",충남 아산시 배방읍 호서로 82 1층,아메리카노,,"4,500",3.7
디스틴컵,"카페,디저트",충남 아산시 배방읍 호서로 82 1층,카페라떼,,"5,000",3.7
알콜사무소,한식,충남 아산시 배방읍 호서로 92 1층 알콜사무소,감바스,,"17,000",2.2
모이세,해장국,충남 아산시 배방읍 호서로 94 모이세,뼈전골 대,,"45,000",4.3
모이세,해장국,충남 아산시 배방읍 호서로 94 모이세,뼈전골 중,,"40,000",4.3
모이세,해장국,충남 아산시 배방읍 호서로 94 모이세,뼈전골 소,,"35,000",4.3
모이세,해장국,충남 아산시 배방읍 호서로 94 모이세,뼈해장국,,"9,500",4.3
모이세,해장국,충남 아산시 배방읍 호서로 94 모이세,양평해장국,,"9,500",4.3
포레스트 237,"육류,고기요리",충남 아산시 배방읍 호서로 237,도드람한돈 삼겹살(150g),https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230701_216%2F1688139925807G88rr_JPEG%2F001.jpg,"12,750",4.7
포레스트 237,"육류,고기요리",충남 아산시 배방읍 호서로 237,도드람한돈 목살(150g),https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230701_142%2F16881399375358IMNj_JPEG%2F002.jpg,"12,750",4.7
포레스트 237,"육류,고기요리",충남 아산시 배방읍 호서로 237,1+한우꽃등심(100g),https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230727_103%2F16904500587946LCmp_JPEG%2F003.jpg,,4.7
포레스트 237,"육류,고기요리",충남 아산시 배방읍 호서로 237,1+ 한우갈비살(100g),https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230727_11%2F1690450008313g0KhH_JPEG%2F%25C1%25A6%25B8%25F1%25C0%25BB_%25C0%25D4%25B7%25C2%25C7%25D8%25C1%25D6%25BC%25BC%25BF%25E4_-002_%25283%2529.jpg,,4.7
철수네고기마당,"육류,고기요리",충남 아산시 배방읍 호서로79번길 11,삼겹살,,"8,000",2.8
철수네고기마당,"육류,고기요리",충남 아산시 배방읍 호서로79번길 11,목살,,"8,000",2.8
철수네고기마당,"육류,고기요리",충남 아산시 배방읍 호서로79번길 11,왕돈까스,,"7,000",2.8
철수네고기마당,"육류,고기요리",충남 아산시 배방읍 호서로79번길 11,육회비빔밥,,"7,000",2.8
철수네고기마당,"육류,고기요리",충남 아산시 배방읍 호서로79번길 11,뚝배기불고기,,"7,000",2.8
브링웰피자 아산호서대점,피자,충남 아산시 배방읍 호서로 87,페퍼로니 R,,"10,000",4.3
브링웰피자 아산호서대점,피자,충남 아산시 배방읍 호서로 87,알로아하와이언R,,"10,000",4.3
브링웰피자 아산호서대점,피자,충남 아산시 배방읍 호서로 87,엑스트라치즈R,,"10,000",4.3
브링웰피자 아산호서대점,피자,충남 아산시 배방읍 호서로 87,브링웰야채R,,"10,500",4.3
브링웰피자 아산호서대점,피자,충남 아산시 배방읍 호서로 87,스위트골드큐브R,,"11,000",4.3
브링웰피자 아산호서대점,피자,충남 아산시 배방읍 호서로 87,비프쉬림프(R),,"15,000",4.3
브링웰피자 아산호서대점,피자,충남 아산시 배방읍 호서로 87,비프쉬림프(L),,"17,000",4.3
브링웰피자 아산호서대점,피자,충남 아산시 배방읍 호서로 87,골든치즈바이트(R),,"16,000",4.3
브링웰피자 아산호서대점,피자,충남 아산시 배방읍 호서로 87,골든치즈바이트(L),,"18,000",4.3
브링웰피자 아산호서대점,피자,충남 아산시 배방읍 호서로 87,포테이토바이트(R),,"16,500",4.3
브링웰피자 아산호서대점,피자,충남 아산시 배방읍 호서로 87,더블씬골드 (L),,"19,000",4.3
브링웰피자 아산호서대점,피자,충남 아산시 배방읍 호서로 87,고르곤졸라 (L),,"16,000",4.3
브링웰피자 아산호서대점,피자,충남 아산시 배방읍 호서로 87,쉬림프 (L),,"16,000",4.3
브링웰피자 아산호서대점,피자,충남 아산시 배방읍 호서로 87,상하이 스파이시치킨 (L),,"18,000",4.3
브링웰피자 아산호서대점,피자,충남 아산시 배방읍 호서로 87,바베큐 치킨 스테이크 (L),,"17,000",4.3
공차 아산호서대점,차,충남 아산시 배방읍 호서로79번길 14,아메리카노,,"3,700",2.4
디퍼플,"카페,디저트",충남 아산시 배방읍 호서로79번길 2 2동 디퍼플,사진,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230828_47%2F1693211295327QdmVm_PNG%2FPub_%25B8%25DE%25B4%25BAA4_230821.png,,1.9
시골집,한식,충남 아산시 배방읍 호서로 96,백반,,"5,000",1.1
시골집,한식,충남 아산시 배방읍 호서로 96,청국장,,"5,000",1.1
카페차이 에그셀런트 호서대점,차,충남 아산시 배방읍 호서로79번길 20 2층 학생식당,아메리카노,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211011_216%2F1633940466243Fn5zo_JPEG%2Ftmw4uPYjauV-14cMj0b_lqIz.jpg,"1,800",2.8
카페차이 에그셀런트 호서대점,차,충남 아산시 배방읍 호서로79번길 20 2층 학생식당,카페라떼,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211011_35%2F1633940748940C8AL8_JPEG%2FsQ7N_sblPD7qVXtN4jH1ViSc.jpg,"2,800",2.8
카페차이 에그셀런트 호서대점,차,충남 아산시 배방읍 호서로79번길 20 2층 학생식당,블랙밀크티,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211011_240%2F1633940827983F1ASj_JPEG%2FWoFFT48ZxK_a-5RSeo7lUyx6.jpg,"2,800",2.8
카페차이 에그셀런트 호서대점,차,충남 아산시 배방읍 호서로79번길 20 2층 학생식당,타로밀크티,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211011_167%2F1633940867312nxxfT_JPEG%2FLzA1gKijGQZSDsS11YJMhk5w.jpg,"3,800",2.8
카페차이 에그셀런트 호서대점,차,충남 아산시 배방읍 호서로79번길 20 2층 학생식당,흑당버블티,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211011_112%2F16339409003345AqTQ_JPEG%2Fle2fbCisPaJS_yrXirLoOnjm.jpg,"3,800",2.8
카페차이 에그셀런트 호서대점,차,충남 아산시 배방읍 호서로79번길 20 2층 학생식당,허니자몽블랙티,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211011_12%2F1633940928143GtfGx_JPEG%2Fj1ZPVLWzTRO3YO3e4HqlXMMb.jpg,"3,900",2.8
카페차이 에그셀런트 호서대점,차,충남 아산시 배방읍 호서로79번길 20 2층 학생식당,딸기쿠키블렌디드,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211011_193%2F1633940959949wVJWJ_JPEG%2F4exKsoKesf1XWnSjX20XTLrp.jpg,"4,500",2.8
카페차이 에그셀런트 호서대점,차,충남 아산시 배방읍 호서로79번길 20 2층 학생식당,제주말차블렌디드,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211011_203%2F1633940987521rM6Nu_JPEG%2FS6k2nLLPuLox90Q10_mOhbCn.jpg,"4,500",2.8
카페차이 에그셀런트 호서대점,차,충남 아산시 배방읍 호서로79번길 20 2층 학생식당,레몬에이드,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211011_188%2F16339410141202fpnj_JPEG%2FoyHuXidD_EwgC73HOhEzTWF2.jpg,"3,500",2.8
봉구스밥버거 호서대점,분식,충남 아산시 배방읍 호서로79번길 5,봉구스밥버거,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170919_212%2F15057858480375dstH_PNG%2F7kxvZ1aCOxP7Ij4DdYZI5zNa.png,"3,000",2.0
봉구스밥버거 호서대점,분식,충남 아산시 배방읍 호서로79번길 5,햄밥버거,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170919_133%2F1505785919276CgqUy_PNG%2FQPBykQ7uGU7-X_6BNWJBx1sp.png,"3,800",2.0
봉구스밥버거 호서대점,분식,충남 아산시 배방읍 호서로79번길 5,치즈밥버거,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170919_184%2F1505785965948oNrbO_PNG%2FiV5Z0LMmFE4_K8-ZdIq_n_Sn.png,"3,500",2.0
봉구스밥버거 호서대점,분식,충남 아산시 배방읍 호서로79번길 5,햄치즈밥버거,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170919_27%2F1505786008935HEo7c_PNG%2FHo4isn4b4fxPmytaye0LYDaC.png,"4,300",2.0
봉구스밥버거 호서대점,분식,충남 아산시 배방읍 호서로79번길 5,제육밥버거,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170919_252%2F1505786054298tMbta_PNG%2FVGRENGQ-TR-hiGQ8IqmdPBcV.png,"4,000",2.0
봉구스밥버거 호서대점,분식,충남 아산시 배방읍 호서로79번길 5,치즈제육밥버거,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170919_127%2F1505786091110rOhuM_PNG%2F7crfClsyyloBnf_h8HWrTP3p.png,"4,500",2.0
봉구스밥버거 호서대점,분식,충남 아산시 배방읍 호서로79번길 5,김치제육밥버거,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170919_162%2F1505786121895dLBo2_PNG%2F0vO2izVnN4Yq0P_0m927Yc69.png,"4,800",2.0
봉구스밥버거 호서대점,분식,충남 아산시 배방읍 호서로79번길 5,닭갈비밥버거,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170919_232%2F1505786151228pBHoH_PNG%2FMo_drOH4npN7xq4iCqgUesXI.png,"3,500",2.0
봉구스밥버거 호서대점,분식,충남 아산시 배방읍 호서로79번길 5,치즈닭갈비밥버거,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170919_250%2F1505786183657hB4Ky_PNG%2FqXEfXCpuMHDFzfZiu43eDHRi.png,"4,000",2.0
봉구스밥버거 호서대점,분식,충남 아산시 배방읍 호서로79번길 5,소불고기밥버거,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170919_297%2F1505786217648CY7jw_PNG%2FLQqf84RDw0-bgIc_1e7rOU-Z.png,"5,000",2.0
봉구스밥버거 호서대점,분식,충남 아산시 배방읍 호서로79번길 5,김치불고기밥버거,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170919_252%2F1505786248360PSIrV_PNG%2FGVhR39ia88urtkFtPyABiId_.png,"5,800",2.0
봉구스밥버거 호서대점,분식,충남 아산시 배방읍 호서로79번길 5,청양불고기밥버거,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170919_206%2F1505786280373vI0wE_PNG%2FnzLRUtoKUjBxcu0vM5h_wWbG.png,"5,500",2.0
봉구스밥버거 호서대점,분식,충남 아산시 배방읍 호서로79번길 5,통살돈까스밥버거,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170919_258%2F1505786314028xieet_PNG%2FGn8D19Qvj_1bnJ5lqVJ2rfQ6.png,"4,500",2.0
봉구스밥버거 호서대점,분식,충남 아산시 배방읍 호서로79번길 5,통살돈까스마요밥버거,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170919_173%2F1505786344942dCSDJ_PNG%2FVDWjcO8A_obSnsMZ1cxykc9d.png,"5,500",2.0
봉구스밥버거 호서대점,분식,충남 아산시 배방읍 호서로79번길 5,몬스터봉구,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210308_221%2F1615171895341BfUJ8_JPEG%2FT61DCunzptavMd5vg5cefeAl.jpg,"6,500",2.0
